component,pattern,column
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__for_each_of_the_following_technologies_decisions_or_behaviours_balcony_solar_kits
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__for_each_of_the_following_technologies_decisions_or_behaviours_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__for_each_of_the_following_technologies_decisions_or_behaviours_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__for_each_of_the_following_technologies_decisions_or_behaviours_energy_efficient_appliances
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__for_each_of_the_following_technologies_decisions_or_behaviours_envelope_renovation_e_g_wall_roof_insulation_double_windows
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__for_each_of_the_following_technologies_decisions_or_behaviours_heat_pump_based_heating_system
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__for_each_of_the_following_technologies_decisions_or_behaviours_heat_recovery_mechanical_ventilation
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__for_each_of_the_following_technologies_decisions_or_behaviours_join_an_energy_community
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__for_each_of_the_following_technologies_decisions_or_behaviours_rooftop_photovoltaic_system_solar_pv
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__for_each_of_the_following_technologies_decisions_or_behaviours_smart_home_systems
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_change_energy_provider_or_tariff
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_improving_the_energy_efficiency_of_my_home_insulation_windows_etc
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_installing_renewable_energy_solutions_at_home_e_g_solar_panels
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_join_an_energy_community_or_collective_self_consumption_scheme
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_purchase_more_energy_efficient_appliances
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_reduce_electricity_consumption_at_home_lighting_appliances_etc
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_do_you_feel_when_you_take_these_actions_when_you_take_or_consider_taking_personal_actions_to_reduce_your_energy_consumption_due_to_the_crisis_what_are_your_initial_feelings_change_energy_provider_or_tariff
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_do_you_feel_when_you_take_these_actions_when_you_take_or_consider_taking_personal_actions_to_reduce_your_energy_consumption_due_to_the_crisis_what_are_your_initial_feelings_change_mobility_habits_use_the_car_less_more_public_transport_walking_or_cycling
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_do_you_feel_when_you_take_these_actions_when_you_take_or_consider_taking_personal_actions_to_reduce_your_energy_consumption_due_to_the_crisis_what_are_your_initial_feelings_improving_the_energy_efficiency_of_my_home_insulation_windows_etc
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_do_you_feel_when_you_take_these_actions_when_you_take_or_consider_taking_personal_actions_to_reduce_your_energy_consumption_due_to_the_crisis_what_are_your_initial_feelings_installing_renewable_energy_solutions_at_home_e_g_solar_panels
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_do_you_feel_when_you_take_these_actions_when_you_take_or_consider_taking_personal_actions_to_reduce_your_energy_consumption_due_to_the_crisis_what_are_your_initial_feelings_join_an_energy_community_or_collective_self_consumption_scheme
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_do_you_feel_when_you_take_these_actions_when_you_take_or_consider_taking_personal_actions_to_reduce_your_energy_consumption_due_to_the_crisis_what_are_your_initial_feelings_purchase_more_energy_efficient_appliances
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_do_you_feel_when_you_take_these_actions_when_you_take_or_consider_taking_personal_actions_to_reduce_your_energy_consumption_due_to_the_crisis_what_are_your_initial_feelings_reduce_electricity_consumption_at_home_lighting_appliances_etc
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_do_you_feel_when_you_take_these_actions_when_you_take_or_consider_taking_personal_actions_to_reduce_your_energy_consumption_due_to_the_crisis_what_are_your_initial_feelings_reduce_the_use_of_heating_or_air_conditioning
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_fast_track_renewables_speeding_up_wind_and_solar_projects_by_simplifying_the_usual_rules_and_permits
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_switching_to_electric_forcing_and_subsidizing_the_change_to_electric_heat_pumps_and_electric_factory_machinery
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_fast_track_renewables_speeding_up_wind_and_solar_projects_by_simplifying_the_usual_rules_and_permits
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_switching_to_electric_forcing_and_subsidizing_the_change_to_electric_heat_pumps_and_electric_factory_machinery
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_fast_track_renewables_speeding_up_wind_and_solar_projects_by_simplifying_the_usual_rules_and_permits
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_switching_to_electric_forcing_and_subsidizing_the_change_to_electric_heat_pumps_and_electric_factory_machinery
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_abandoning_climate_commitments_instantly_repealing_environmental_laws_to_heavily_subsidize_a_return_to_domestic_coal_mining_and_fast_track_fracking_across_europe_disregarding_local_environmental_protections
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_busting_sanctions_on_pariah_states_unilaterally_ignoring_international_sanctions_to_purchase_heavily_discounted_oil_and_natural_gas_from_hostile_or_authoritarian_regimes_e_g_russia_venezuela
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_confiscation_of_private_reserves_legally_seizing_privately_owned_or_corporate_stockpiles_of_diesel_gas_and_raw_materials_without_standard_compensation_redistributing_them_to_state_logistics_and_the_military
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_emergency_executive_powers_suspending_normal_parliamentary_and_democratic_voting_processes_to_grant_the_executive_branch_unilateral_power_to_enforce_energy_decrees_instantly_bypassing_public_debate
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_energy_rationing_using_smart_grid_technology_to_forcefully_cut_off_electricity_to_residential_homes_and_non_essential_businesses_for_several_hours_a_day_to_guarantee_power_for_heavy_industry_and_hospitals
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_forced_nationalisation_of_energy_assets_the_government_seizing_private_energy_companies_refineries_and_storage_facilities_without_consent_to_force_them_to_operate_at_zero_profit_artificially_lowering_consumer_prices
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_geopolitical_realignment_completely_abandoning_the_historic_alliance_with_the_united_states_in_order_to_secure_guaranteed_long_term_energy_and_mineral_contracts_by_aligning_directly_with_competing_global_powers_like_china
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_independent_european_naval_escalation_deploying_a_heavily_armed_european_naval_armada_to_the_middle_east_with_authorization_to_initiate_preemptive_military_strikes_to_secure_shipping_lanes_risking_open_war_without_us_backing
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_predatory_resource_monopolisation_using_europes_massive_economic_power_to_force_developing_nations_e_g_in_africa_into_exclusive_below_market_energy_contracts_by_threatening_to_cut_off_foreign_aid_or_restrict_trade_access
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_balcony_solar_kits
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_cooling_system
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_electric_vehicle
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_storage_systems
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_fosil_fuel_or_biomass_based_heating_system
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_heat_pump_based_heating_system
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_heat_recovery_mechanical_ventilation
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_join_an_energy_community
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_rooftop_photovoltaic_system_solar_pv
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_smart_home_systems
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__what_your_peers_do_thinking_about_your_close_friends_and_colleagues_how_would_you_rate_their_overall_engagement_with_those_exact_same_actions_within_their_own_homes_change_energy_provider_or_tariff
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__what_your_peers_do_thinking_about_your_close_friends_and_colleagues_how_would_you_rate_their_overall_engagement_with_those_exact_same_actions_within_their_own_homes_improving_the_energy_efficiency_of_my_home_insulation_windows_etc
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__what_your_peers_do_thinking_about_your_close_friends_and_colleagues_how_would_you_rate_their_overall_engagement_with_those_exact_same_actions_within_their_own_homes_installing_renewable_energy_solutions_at_home_e_g_solar_panels
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__what_your_peers_do_thinking_about_your_close_friends_and_colleagues_how_would_you_rate_their_overall_engagement_with_those_exact_same_actions_within_their_own_homes_join_an_energy_community_or_collective_self_consumption_scheme
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__what_your_peers_do_thinking_about_your_close_friends_and_colleagues_how_would_you_rate_their_overall_engagement_with_those_exact_same_actions_within_their_own_homes_purchase_more_energy_efficient_appliances
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__what_your_peers_do_thinking_about_your_close_friends_and_colleagues_how_would_you_rate_their_overall_engagement_with_those_exact_same_actions_within_their_own_homes_reduce_electricity_consumption_at_home_lighting_appliances_etc
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_fast_track_renewables_speeding_up_wind_and_solar_projects_by_simplifying_the_usual_rules_and_permits
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_switching_to_electric_forcing_and_subsidizing_the_change_to_electric_heat_pumps_and_electric_factory_machinery
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_change_energy_provider_or_tariff
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_improving_the_energy_efficiency_of_my_home_insulation_windows_etc
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_installing_renewable_energy_solutions_at_home_e_g_solar_panels
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_join_an_energy_community_or_collective_self_consumption_scheme
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_purchase_more_energy_efficient_appliances
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_reduce_electricity_consumption_at_home_lighting_appliances_etc
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__why_your_peers_arent_doing_it_in_their_own_homes_what_do_you_believe_is_the_primary_reason_your_peers_are_not_doing_more_change_energy_provider_or_tariff
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__why_your_peers_arent_doing_it_in_their_own_homes_what_do_you_believe_is_the_primary_reason_your_peers_are_not_doing_more_improving_the_energy_efficiency_of_my_home_insulation_windows_etc
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__why_your_peers_arent_doing_it_in_their_own_homes_what_do_you_believe_is_the_primary_reason_your_peers_are_not_doing_more_installing_renewable_energy_solutions_at_home_e_g_solar_panels
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__why_your_peers_arent_doing_it_in_their_own_homes_what_do_you_believe_is_the_primary_reason_your_peers_are_not_doing_more_join_an_energy_community_or_collective_self_consumption_scheme
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__why_your_peers_arent_doing_it_in_their_own_homes_what_do_you_believe_is_the_primary_reason_your_peers_are_not_doing_more_purchase_more_energy_efficient_appliances
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_energy_crisis__why_your_peers_arent_doing_it_in_their_own_homes_what_do_you_believe_is_the_primary_reason_your_peers_are_not_doing_more_reduce_electricity_consumption_at_home_lighting_appliances_etc
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__a_socially_responsible_tariff_can_encourage_better_habits_through_its_pricing_structure_which_of_these_approaches_do_you_find_most_ethical_please_select_all_that_apply
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__for_each_of_the_following_technologies_decisions_or_behaviours_balcony_solar_kits
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__for_each_of_the_following_technologies_decisions_or_behaviours_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__for_each_of_the_following_technologies_decisions_or_behaviours_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__for_each_of_the_following_technologies_decisions_or_behaviours_energy_efficient_appliances
