"","survey","variable","question"
"601","energy_crisis","what_your_peers_do_thinking_about_your_close_friends_and_colleagues_how_would_you_rate_their_overall_engagement_with_those_exact_same_actions_within_their_own_homes_thers_not_listed_here","What your peers do: Thinking about your close friends and colleagues, how would you rate their overall engagement with those exact same actions within their own homes?: Оthers not listed here."
"602","energy_crisis","how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_reduce_the_use_of_heating_or_air_conditioning","How do you feel about what they are doing: When you observe the level of effort your peers are making (or not making) during this energy crisis in their own homes, how does it make you feel?: Reduce the use of heating or air conditioning."
"603","energy_crisis","how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_reduce_electricity_consumption_at_home_lighting_appliances_etc","How do you feel about what they are doing: When you observe the level of effort your peers are making (or not making) during this energy crisis in their own homes, how does it make you feel?: Reduce electricity consumption at home (lighting, appliances, etc.)."
"604","energy_crisis","how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_change_energy_provider_or_tariff","How do you feel about what they are doing: When you observe the level of effort your peers are making (or not making) during this energy crisis in their own homes, how does it make you feel?: Change energy provider or tariff."
"605","energy_crisis","how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_change_mobility_habits_use_the_car_less_more_public_transport_walking_or_cycling","How do you feel about what they are doing: When you observe the level of effort your peers are making (or not making) during this energy crisis in their own homes, how does it make you feel?: Change mobility habits (use the car less, more public transport, walking or cycling)."
"606","energy_crisis","how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_purchase_more_energy_efficient_appliances","How do you feel about what they are doing: When you observe the level of effort your peers are making (or not making) during this energy crisis in their own homes, how does it make you feel?: Purchase more energy-efficient appliances."
"607","energy_crisis","how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_improving_the_energy_efficiency_of_my_home_insulation_windows_etc","How do you feel about what they are doing: When you observe the level of effort your peers are making (or not making) during this energy crisis in their own homes, how does it make you feel?: Improving the energy efficiency of my home (insulation, windows, etc.)."
"608","energy_crisis","how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_installing_renewable_energy_solutions_at_home_e_g_solar_panels","How do you feel about what they are doing: When you observe the level of effort your peers are making (or not making) during this energy crisis in their own homes, how does it make you feel?: Installing renewable energy solutions at home (e.g., solar panels)."
"609","energy_crisis","how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_join_an_energy_community_or_collective_self_consumption_scheme","How do you feel about what they are doing: When you observe the level of effort your peers are making (or not making) during this energy crisis in their own homes, how does it make you feel?: Join an energy community or collective self-consumption scheme."
"610","energy_crisis","what_your_peers_should_do_which_of_those_same_actions_do_you_believe_your_peers_ought_to_be_doing_more_of_in_their_own_homes_select_up_to_3","What your peers should do: Which of those same actions do you believe your peers ought to be doing more of in their own homes? Select up to 3."
"611","energy_crisis","why_your_peers_aren_t_doing_it_in_their_own_homes_what_do_you_believe_is_the_primary_reason_your_peers_are_not_doing_more_reduce_the_use_of_heating_or_air_conditioning","Why your peers aren't doing it in their own homes: What do you believe is the primary reason your peers are not doing more?: Reduce the use of heating or air conditioning."
"612","energy_crisis","why_your_peers_aren_t_doing_it_in_their_own_homes_what_do_you_believe_is_the_primary_reason_your_peers_are_not_doing_more_reduce_electricity_consumption_at_home_lighting_appliances_etc","Why your peers aren't doing it in their own homes: What do you believe is the primary reason your peers are not doing more?: Reduce electricity consumption at home (lighting, appliances, etc.)."
"613","energy_crisis","why_your_peers_aren_t_doing_it_in_their_own_homes_what_do_you_believe_is_the_primary_reason_your_peers_are_not_doing_more_change_energy_provider_or_tariff","Why your peers aren't doing it in their own homes: What do you believe is the primary reason your peers are not doing more?: Change energy provider or tariff."
"614","energy_crisis","why_your_peers_aren_t_doing_it_in_their_own_homes_what_do_you_believe_is_the_primary_reason_your_peers_are_not_doing_more_change_mobility_habits_use_the_car_less_more_public_transport_walking_or_cycling","Why your peers aren't doing it in their own homes: What do you believe is the primary reason your peers are not doing more?: Change mobility habits (use the car less, more public transport, walking or cycling)."
"615","energy_crisis","why_your_peers_aren_t_doing_it_in_their_own_homes_what_do_you_believe_is_the_primary_reason_your_peers_are_not_doing_more_purchase_more_energy_efficient_appliances","Why your peers aren't doing it in their own homes: What do you believe is the primary reason your peers are not doing more?: Purchase more energy-efficient appliances."
"616","energy_crisis","why_your_peers_aren_t_doing_it_in_their_own_homes_what_do_you_believe_is_the_primary_reason_your_peers_are_not_doing_more_improving_the_energy_efficiency_of_my_home_insulation_windows_etc","Why your peers aren't doing it in their own homes: What do you believe is the primary reason your peers are not doing more?: Improving the energy efficiency of my home (insulation, windows, etc.)."
"617","energy_crisis","why_your_peers_aren_t_doing_it_in_their_own_homes_what_do_you_believe_is_the_primary_reason_your_peers_are_not_doing_more_installing_renewable_energy_solutions_at_home_e_g_solar_panels","Why your peers aren't doing it in their own homes: What do you believe is the primary reason your peers are not doing more?: Installing renewable energy solutions at home (e.g., solar panels)."
"618","energy_crisis","why_your_peers_aren_t_doing_it_in_their_own_homes_what_do_you_believe_is_the_primary_reason_your_peers_are_not_doing_more_join_an_energy_community_or_collective_self_consumption_scheme","Why your peers aren't doing it in their own homes: What do you believe is the primary reason your peers are not doing more?: Join an energy community or collective self-consumption scheme."
"619","energy_crisis","why_your_peers_aren_t_doing_it_in_their_own_homes_what_do_you_believe_is_the_primary_reason_your_peers_are_not_doing_more_thers_not_listed_here","Why your peers aren't doing it in their own homes: What do you believe is the primary reason your peers are not doing more?: Оthers not listed here."
"620","energy_crisis","please_follow_the_instruction_below_when_selecting_your_answer_select_option_4","Please follow the instruction below when selecting your answer. Select “Option 4”."
"621","energy_crisis","who_should_take_action_in_the_face_of_this_severe_energy_crisis_and_supply_chain_shock_who_bears_the_primary_responsibility_for_taking_decisive_action","Who should take action: In the face of this severe energy crisis and supply chain shock, who bears the primary responsibility for taking decisive action?"
"622","energy_crisis","what_actions_do_you_believe_are_being_taken_which_of_the_following_interventions_do_you_believe_institutions_are_implementing_right_now_select_up_to_3","What actions do you believe are being taken? Which of the following interventions do you believe institutions are implementing right now? Select up to 3."
"623","energy_crisis","how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_price_caps_limiting_the_maximum_price_consumers_pay_for_fuel_and_electricity","How you feel about what they are doing: Thinking about the actions you previously selected, what is your primary emotion regarding the current management?: Price Caps: Limiting the maximum price consumers pay for fuel and electricity"
"624","energy_crisis","how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_tax_changes_lowering_energy_taxes_for_citizens_while_taxing_the_extra_profits_of_energy_companies","How you feel about what they are doing: Thinking about the actions you previously selected, what is your primary emotion regarding the current management?: Tax Changes: Lowering energy taxes for citizens while taxing the extra profits of energy companies"
"625","energy_crisis","how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_industry_aid_giving_direct_financial_help_to_businesses_hit_hardest_by_energy_costs","How you feel about what they are doing: Thinking about the actions you previously selected, what is your primary emotion regarding the current management?: Industry Aid: Giving direct financial help to businesses hit hardest by energy costs"
"626","energy_crisis","how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_energy_rationing_setting_legal_limits_on_energy_use_for_certain_businesses_or_non_essential_activities","How you feel about what they are doing: Thinking about the actions you previously selected, what is your primary emotion regarding the current management?: Energy Rationing: Setting legal limits on energy use for certain businesses or non-essential activities"
"627","energy_crisis","how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_mandatory_remote_work_requiring_companies_to_allow_teleworking_to_save_fuel_on_commutes","How you feel about what they are doing: Thinking about the actions you previously selected, what is your primary emotion regarding the current management?: Mandatory Remote Work: Requiring companies to allow teleworking to save fuel on commutes"
"628","energy_crisis","how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_travel_restrictions_lowering_highway_speed_limits_and_stopping_short_distance_flights","How you feel about what they are doing: Thinking about the actions you previously selected, what is your primary emotion regarding the current management?: Travel Restrictions: Lowering highway speed limits and stopping short-distance flights"
"629","energy_crisis","how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_free_transport_providing_free_public_transit_while_placing_strict_limits_on_private_car_use","How you feel about what they are doing: Thinking about the actions you previously selected, what is your primary emotion regarding the current management?: Free Transport: Providing free public transit while placing strict limits on private car use"
"630","energy_crisis","how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_fast_track_renewables_speeding_up_wind_and_solar_projects_by_simplifying_the_usual_rules_and_permits","How you feel about what they are doing: Thinking about the actions you previously selected, what is your primary emotion regarding the current management?: Fast-Track Renewables: Speeding up wind and solar projects by simplifying the usual rules and permits"
"631","energy_crisis","how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_keep_nuclear_plants_open_delaying_or_canceling_the_planned_shutdown_of_nuclear_power_stations","How you feel about what they are doing: Thinking about the actions you previously selected, what is your primary emotion regarding the current management?: Keep Nuclear Plants Open: Delaying or canceling the planned shutdown of nuclear power stations"
"632","energy_crisis","how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_local_manufacturing_investing_in_local_mining_and_factories_to_reduce_dependence_on_other_countries","How you feel about what they are doing: Thinking about the actions you previously selected, what is your primary emotion regarding the current management?: Local Manufacturing: Investing in local mining and factories to reduce dependence on other countries"
"633","energy_crisis","how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_switching_to_electric_forcing_and_subsidizing_the_change_to_electric_heat_pumps_and_electric_factory_machinery","How you feel about what they are doing: Thinking about the actions you previously selected, what is your primary emotion regarding the current management?: Switching to Electric: Forcing and subsidizing the change to electric heat pumps and electric factory machinery"
"634","energy_crisis","how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_use_emergency_reserves_releasing_national_stockpiles_of_oil_and_gas_to_stabilize_prices_immediately","How you feel about what they are doing: Thinking about the actions you previously selected, what is your primary emotion regarding the current management?: Use Emergency Reserves: Releasing national stockpiles of oil and gas to stabilize prices immediately"
"635","energy_crisis","how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_support_for_the_vulnerable_giving_direct_cash_or_energy_vouchers_to_low_income_homes_to_prevent_energy_poverty","How you feel about what they are doing: Thinking about the actions you previously selected, what is your primary emotion regarding the current management?: Support for the Vulnerable: Giving direct cash or energy vouchers to low-income homes to prevent energy poverty"
"636","energy_crisis","what_actions_should_be_taken_which_of_the_following_interventions_do_you_believe_institutions_should_implement_right_now_select_up_to_3","What actions should be taken: Which of the following interventions do you believe institutions should implement right now? Select up to 3."
"637","energy_crisis","why_actions_aren_t_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_price_caps_limiting_the_maximum_price_consumers_pay_for_fuel_and_electricity","Why actions aren't taken: Why do you think institutions are hesitating to implement these measures?: Price Caps: Limiting the maximum price consumers pay for fuel and electricity"
"638","energy_crisis","why_actions_aren_t_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_tax_changes_lowering_energy_taxes_for_citizens_while_taxing_the_extra_profits_of_energy_companies","Why actions aren't taken: Why do you think institutions are hesitating to implement these measures?: Tax Changes: Lowering energy taxes for citizens while taxing the extra profits of energy companies"
"639","energy_crisis","why_actions_aren_t_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_industry_aid_giving_direct_financial_help_to_businesses_hit_hardest_by_energy_costs","Why actions aren't taken: Why do you think institutions are hesitating to implement these measures?: Industry Aid: Giving direct financial help to businesses hit hardest by energy costs"
"640","energy_crisis","why_actions_aren_t_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_energy_rationing_setting_legal_limits_on_energy_use_for_certain_businesses_or_non_essential_activities","Why actions aren't taken: Why do you think institutions are hesitating to implement these measures?: Energy Rationing: Setting legal limits on energy use for certain businesses or non-essential activities"
"641","energy_crisis","why_actions_aren_t_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_mandatory_remote_work_requiring_companies_to_allow_teleworking_to_save_fuel_on_commutes","Why actions aren't taken: Why do you think institutions are hesitating to implement these measures?: Mandatory Remote Work: Requiring companies to allow teleworking to save fuel on commutes"
"642","energy_crisis","why_actions_aren_t_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_travel_restrictions_lowering_highway_speed_limits_and_stopping_short_distance_flights","Why actions aren't taken: Why do you think institutions are hesitating to implement these measures?: Travel Restrictions: Lowering highway speed limits and stopping short-distance flights"
"643","energy_crisis","why_actions_aren_t_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_free_transport_providing_free_public_transit_while_placing_strict_limits_on_private_car_use","Why actions aren't taken: Why do you think institutions are hesitating to implement these measures?: Free Transport: Providing free public transit while placing strict limits on private car use"
"644","energy_crisis","why_actions_aren_t_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_fast_track_renewables_speeding_up_wind_and_solar_projects_by_simplifying_the_usual_rules_and_permits","Why actions aren't taken: Why do you think institutions are hesitating to implement these measures?: Fast-Track Renewables: Speeding up wind and solar projects by simplifying the usual rules and permits"
"645","energy_crisis","why_actions_aren_t_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_keep_nuclear_plants_open_delaying_or_canceling_the_planned_shutdown_of_nuclear_power_stations","Why actions aren't taken: Why do you think institutions are hesitating to implement these measures?: Keep Nuclear Plants Open: Delaying or canceling the planned shutdown of nuclear power stations"
"646","energy_crisis","why_actions_aren_t_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_local_manufacturing_investing_in_local_mining_and_factories_to_reduce_dependence_on_other_countries","Why actions aren't taken: Why do you think institutions are hesitating to implement these measures?: Local Manufacturing: Investing in local mining and factories to reduce dependence on other countries"
"647","energy_crisis","why_actions_aren_t_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_switching_to_electric_forcing_and_subsidizing_the_change_to_electric_heat_pumps_and_electric_factory_machinery","Why actions aren't taken: Why do you think institutions are hesitating to implement these measures?: Switching to Electric: Forcing and subsidizing the change to electric heat pumps and electric factory machinery"
"648","energy_crisis","why_actions_aren_t_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_use_emergency_reserves_releasing_national_stockpiles_of_oil_and_gas_to_stabilize_prices_immediately","Why actions aren't taken: Why do you think institutions are hesitating to implement these measures?: Use Emergency Reserves: Releasing national stockpiles of oil and gas to stabilize prices immediately"
"649","energy_crisis","why_actions_aren_t_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_support_for_the_vulnerable_giving_direct_cash_or_energy_vouchers_to_low_income_homes_to_prevent_energy_poverty","Why actions aren't taken: Why do you think institutions are hesitating to implement these measures?: Support for the Vulnerable: Giving direct cash or energy vouchers to low-income homes to prevent energy poverty"
"650","energy_crisis","why_actions_aren_t_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_others_not_listed_here","Why actions aren't taken: Why do you think institutions are hesitating to implement these measures?: Others not listed here."
"651","energy_crisis","how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_price_caps_limiting_the_maximum_price_consumers_pay_for_fuel_and_electricity","How would you feel if actions are imposed on you: If the government legally mandated the following interventions, how would you personally feel?: Price Caps: Limiting the maximum price consumers pay for fuel and electricity"
"652","energy_crisis","how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_tax_changes_lowering_energy_taxes_for_citizens_while_taxing_the_extra_profits_of_energy_companies","How would you feel if actions are imposed on you: If the government legally mandated the following interventions, how would you personally feel?: Tax Changes: Lowering energy taxes for citizens while taxing the extra profits of energy companies"
"653","energy_crisis","how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_industry_aid_giving_direct_financial_help_to_businesses_hit_hardest_by_energy_costs","How would you feel if actions are imposed on you: If the government legally mandated the following interventions, how would you personally feel?: Industry Aid: Giving direct financial help to businesses hit hardest by energy costs"
"654","energy_crisis","how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_energy_rationing_setting_legal_limits_on_energy_use_for_certain_businesses_or_non_essential_activities","How would you feel if actions are imposed on you: If the government legally mandated the following interventions, how would you personally feel?: Energy Rationing: Setting legal limits on energy use for certain businesses or non-essential activities"
"655","energy_crisis","how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_mandatory_remote_work_requiring_companies_to_allow_teleworking_to_save_fuel_on_commutes","How would you feel if actions are imposed on you: If the government legally mandated the following interventions, how would you personally feel?: Mandatory Remote Work: Requiring companies to allow teleworking to save fuel on commutes"
"656","energy_crisis","how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_travel_restrictions_lowering_highway_speed_limits_and_stopping_short_distance_flights","How would you feel if actions are imposed on you: If the government legally mandated the following interventions, how would you personally feel?: Travel Restrictions: Lowering highway speed limits and stopping short-distance flights"
"657","energy_crisis","how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_free_transport_providing_free_public_transit_while_placing_strict_limits_on_private_car_use","How would you feel if actions are imposed on you: If the government legally mandated the following interventions, how would you personally feel?: Free Transport: Providing free public transit while placing strict limits on private car use"
"658","energy_crisis","how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_fast_track_renewables_speeding_up_wind_and_solar_projects_by_simplifying_the_usual_rules_and_permits","How would you feel if actions are imposed on you: If the government legally mandated the following interventions, how would you personally feel?: Fast-Track Renewables: Speeding up wind and solar projects by simplifying the usual rules and permits"
"659","energy_crisis","how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_keep_nuclear_plants_open_delaying_or_canceling_the_planned_shutdown_of_nuclear_power_stations","How would you feel if actions are imposed on you: If the government legally mandated the following interventions, how would you personally feel?: Keep Nuclear Plants Open: Delaying or canceling the planned shutdown of nuclear power stations"
"660","energy_crisis","how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_local_manufacturing_investing_in_local_mining_and_factories_to_reduce_dependence_on_other_countries","How would you feel if actions are imposed on you: If the government legally mandated the following interventions, how would you personally feel?: Local Manufacturing: Investing in local mining and factories to reduce dependence on other countries"
"661","energy_crisis","how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_switching_to_electric_forcing_and_subsidizing_the_change_to_electric_heat_pumps_and_electric_factory_machinery","How would you feel if actions are imposed on you: If the government legally mandated the following interventions, how would you personally feel?: Switching to Electric: Forcing and subsidizing the change to electric heat pumps and electric factory machinery"
"662","energy_crisis","how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_use_emergency_reserves_releasing_national_stockpiles_of_oil_and_gas_to_stabilize_prices_immediately","How would you feel if actions are imposed on you: If the government legally mandated the following interventions, how would you personally feel?: Use Emergency Reserves: Releasing national stockpiles of oil and gas to stabilize prices immediately"
"663","energy_crisis","how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_support_for_the_vulnerable_giving_direct_cash_or_energy_vouchers_to_low_income_homes_to_prevent_energy_poverty","How would you feel if actions are imposed on you: If the government legally mandated the following interventions, how would you personally feel?: Support for the Vulnerable: Giving direct cash or energy vouchers to low-income homes to prevent energy poverty"
"664","energy_crisis","how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_price_caps_limiting_the_maximum_price_consumers_pay_for_fuel_and_electricity","How your peers would feel if imposed: If that same legal mandate were imposed, how do you think your peers would react?: Price Caps: Limiting the maximum price consumers pay for fuel and electricity"
"665","energy_crisis","how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_tax_changes_lowering_energy_taxes_for_citizens_while_taxing_the_extra_profits_of_energy_companies","How your peers would feel if imposed: If that same legal mandate were imposed, how do you think your peers would react?: Tax Changes: Lowering energy taxes for citizens while taxing the extra profits of energy companies"
"666","energy_crisis","how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_industry_aid_giving_direct_financial_help_to_businesses_hit_hardest_by_energy_costs","How your peers would feel if imposed: If that same legal mandate were imposed, how do you think your peers would react?: Industry Aid: Giving direct financial help to businesses hit hardest by energy costs"
"667","energy_crisis","how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_energy_rationing_setting_legal_limits_on_energy_use_for_certain_businesses_or_non_essential_activities","How your peers would feel if imposed: If that same legal mandate were imposed, how do you think your peers would react?: Energy Rationing: Setting legal limits on energy use for certain businesses or non-essential activities"
"668","energy_crisis","how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_mandatory_remote_work_requiring_companies_to_allow_teleworking_to_save_fuel_on_commutes","How your peers would feel if imposed: If that same legal mandate were imposed, how do you think your peers would react?: Mandatory Remote Work: Requiring companies to allow teleworking to save fuel on commutes"
"669","energy_crisis","how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_travel_restrictions_lowering_highway_speed_limits_and_stopping_short_distance_flights","How your peers would feel if imposed: If that same legal mandate were imposed, how do you think your peers would react?: Travel Restrictions: Lowering highway speed limits and stopping short-distance flights"
"670","energy_crisis","how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_free_transport_providing_free_public_transit_while_placing_strict_limits_on_private_car_use","How your peers would feel if imposed: If that same legal mandate were imposed, how do you think your peers would react?: Free Transport: Providing free public transit while placing strict limits on private car use"
"671","energy_crisis","how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_fast_track_renewables_speeding_up_wind_and_solar_projects_by_simplifying_the_usual_rules_and_permits","How your peers would feel if imposed: If that same legal mandate were imposed, how do you think your peers would react?: Fast-Track Renewables: Speeding up wind and solar projects by simplifying the usual rules and permits"
"672","energy_crisis","how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_keep_nuclear_plants_open_delaying_or_canceling_the_planned_shutdown_of_nuclear_power_stations","How your peers would feel if imposed: If that same legal mandate were imposed, how do you think your peers would react?: Keep Nuclear Plants Open: Delaying or canceling the planned shutdown of nuclear power stations"
"673","energy_crisis","how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_local_manufacturing_investing_in_local_mining_and_factories_to_reduce_dependence_on_other_countries","How your peers would feel if imposed: If that same legal mandate were imposed, how do you think your peers would react?: Local Manufacturing: Investing in local mining and factories to reduce dependence on other countries"
"674","energy_crisis","how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_switching_to_electric_forcing_and_subsidizing_the_change_to_electric_heat_pumps_and_electric_factory_machinery","How your peers would feel if imposed: If that same legal mandate were imposed, how do you think your peers would react?: Switching to Electric: Forcing and subsidizing the change to electric heat pumps and electric factory machinery"
"675","energy_crisis","how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_use_emergency_reserves_releasing_national_stockpiles_of_oil_and_gas_to_stabilize_prices_immediately","How your peers would feel if imposed: If that same legal mandate were imposed, how do you think your peers would react?: Use Emergency Reserves: Releasing national stockpiles of oil and gas to stabilize prices immediately"
"676","energy_crisis","how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_support_for_the_vulnerable_giving_direct_cash_or_energy_vouchers_to_low_income_homes_to_prevent_energy_poverty","How your peers would feel if imposed: If that same legal mandate were imposed, how do you think your peers would react?: Support for the Vulnerable: Giving direct cash or energy vouchers to low-income homes to prevent energy poverty"
"677","energy_crisis","if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_busting_sanctions_on_pariah_states_unilaterally_ignoring_international_sanctions_to_purchase_heavily_discounted_oil_and_natural_gas_from_hostile_or_authoritarian_regimes_e_g_russia_venezuela","If conventional policies fail to secure enough energy to prevent severe economic collapse or widespread freezing during the winter, governments may consider extreme, historically controversial measures. Please rate your level of support for the European Union or your National Government implementing the following policies to ensure energy survival.: Busting Sanctions on Pariah States: Unilaterally ignoring international sanctions to purchase heavily discounted oil and natural gas from hostile or authoritarian regimes (e.g., Russia, Venezuela)."
"678","energy_crisis","if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_predatory_resource_monopolisation_using_europe_s_massive_economic_power_to_force_developing_nations_e_g_in_africa_into_exclusive_below_market_energy_contracts_by_threatening_to_cut_off_foreign_aid_or_restrict_trade_access","If conventional policies fail to secure enough energy to prevent severe economic collapse or widespread freezing during the winter, governments may consider extreme, historically controversial measures. Please rate your level of support for the European Union or your National Government implementing the following policies to ensure energy survival.: Predatory Resource Monopolisation: Using Europe's massive economic power to force developing nations (e.g., in Africa) into exclusive, below-market energy contracts by threatening to cut off foreign aid or restrict trade access."
