participant_id,stage,technology_raw,dimensions_raw,technology
205,Unaware but curious,Join an Energy Community.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;PHYSIOLOGICAL: The impact of the renovation on health, physical wellbeing, and everyday comfort in the home.;RELATEDNESS: How the renovation affects my relationships, social environment, and interactions with neighbours, family, or the wider community.",Energy community
208,Unaware but curious,Join an Energy Community.,"AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;STIMULATION: Whether the renovation feels interesting, engaging, or motivating, for example because it involves learning something new or trying innovative solutions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy community
210,Unaware but curious,Energy-efficient appliances.,"COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy-efficient appliances
212,Unaware but curious,Energy storage systems.,NA,Energy storage systems
216,Unaware but curious,Electric vehicle.,"COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Electric vehicle
217,Unaware but curious,Cooling system.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.",Cooling system
218,Unaware but curious,Heat pump based heating system.,"COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;STIMULATION: Whether the renovation feels interesting, engaging, or motivating, for example because it involves learning something new or trying innovative solutions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Heat pump
219,Unaware but curious,Energy-efficient appliances.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy-efficient appliances
220,Unaware but curious,Energy storage systems.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.",Energy storage systems
221,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
222,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
223,Unaware but curious,Heat recovery mechanical ventilation.,NA,Heat recovery ventilation
224,Unaware but curious,Energy storage systems.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy storage systems
226,Unaware but curious,Smart home devices.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;PHYSIOLOGICAL: The impact of the renovation on health, physical wellbeing, and everyday comfort in the home.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Smart home systems
227,Unaware but curious,Energy storage systems.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy storage systems
229,Unaware but curious,Heat recovery mechanical ventilation.,"AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.",Heat recovery ventilation
230,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
231,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
232,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
234,Unaware but curious,Heat pump based heating system.,NA,Heat pump
237,Unaware but curious,Cooling system.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Cooling system
238,Unaware but curious,Join an Energy Community.,"COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;RELATEDNESS: How the renovation affects my relationships, social environment, and interactions with neighbours, family, or the wider community.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy community
239,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
241,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
243,Unaware but curious,Energy storage systems.,"SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.",Energy storage systems
244,Unaware but curious,Rooftop photovoltaic system (Solar PV).,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Envelope renovation
245,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
246,Unaware but curious,Heat pump based heating system.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.",Heat pump
247,Unaware but curious,Heat recovery mechanical ventilation.,"AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;RELATEDNESS: How the renovation affects my relationships, social environment, and interactions with neighbours, family, or the wider community.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Heat recovery ventilation
248,Unaware but curious,Heat recovery mechanical ventilation.,"COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Heat recovery ventilation
249,Unaware but curious,Electric vehicle.,NA,Electric vehicle
250,Unaware but curious,Heat recovery mechanical ventilation.,"AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;PHYSIOLOGICAL: The impact of the renovation on health, physical wellbeing, and everyday comfort in the home.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Heat recovery ventilation
251,Unaware but curious,Rooftop photovoltaic system (Solar PV).,"STIMULATION: Whether the renovation feels interesting, engaging, or motivating, for example because it involves learning something new or trying innovative solutions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Envelope renovation
252,Unaware but curious,Heat pump based heating system.,"SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.",Heat pump
253,Unaware but curious,Heat pump based heating system.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.",Heat pump
254,Unaware but curious,Domestic hot water system.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Domestic hot water system
255,Unaware but curious,Heat pump based heating system.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Heat pump
256,Unaware but curious,Energy storage systems.,NA,Energy storage systems
257,Unaware but curious,Fosil fuel or biomass based heating system.,"AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;STIMULATION: Whether the renovation feels interesting, engaging, or motivating, for example because it involves learning something new or trying innovative solutions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Fossil fuel or biomass heating
258,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
259,Unaware but curious,Heat pump based heating system.,"SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.",Heat pump
PROLIFIC_qwertyuiop,Unaware but curious,"Envelope renovation (e.g. wall/roof insulation, double windows).","FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;STIMULATION: Whether the renovation feels interesting, engaging, or motivating, for example because it involves learning something new or trying innovative solutions.",Envelope renovation
261,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
262,Unaware but curious,Rooftop photovoltaic system (Solar PV).,"SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.",Envelope renovation
263,Unaware but curious,Domestic hot water system.,"PHYSIOLOGICAL: The impact of the renovation on health, physical wellbeing, and everyday comfort in the home.;STIMULATION: Whether the renovation feels interesting, engaging, or motivating, for example because it involves learning something new or trying innovative solutions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Domestic hot water system
264,Unaware but curious,Heat recovery mechanical ventilation.,"COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Heat recovery ventilation
265,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
266,Unaware but curious,Smart home devices.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;RELATEDNESS: How the renovation affects my relationships, social environment, and interactions with neighbours, family, or the wider community.",Smart home systems
268,Unaware but curious,Join an Energy Community.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;PHYSIOLOGICAL: The impact of the renovation on health, physical wellbeing, and everyday comfort in the home.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy community
269,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
270,Unaware but curious,Heat recovery mechanical ventilation.,NA,Heat recovery ventilation
271,Unaware but curious,Rooftop photovoltaic system (Solar PV).,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.",Envelope renovation
272,Unaware but curious,Smart home devices.,"STIMULATION: Whether the renovation feels interesting, engaging, or motivating, for example because it involves learning something new or trying innovative solutions.",Smart home systems
274,Unaware but curious,Electric vehicle.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.",Electric vehicle
275,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
276,Unaware but curious,Smart home devices.,"SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.;STIMULATION: Whether the renovation feels interesting, engaging, or motivating, for example because it involves learning something new or trying innovative solutions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Smart home systems
277,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
278,Unaware but curious,Join an Energy Community.,"SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.;STIMULATION: Whether the renovation feels interesting, engaging, or motivating, for example because it involves learning something new or trying innovative solutions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy community
279,Unaware but curious,Smart home devices.,"COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.",Smart home systems
280,Unaware but curious,Join an Energy Community.,"SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy community
281,Unaware but curious,"Envelope renovation (e.g. wall/roof insulation, double windows).","PHYSIOLOGICAL: The impact of the renovation on health, physical wellbeing, and everyday comfort in the home.",Envelope renovation
282,Unaware but curious,Energy storage systems.,"MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy storage systems
283,Unaware but curious,Domestic hot water system.,"COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Domestic hot water system
284,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
285,Unaware but curious,Heat recovery mechanical ventilation.,"SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.",Heat recovery ventilation
286,Unaware but curious,Heat recovery mechanical ventilation.,NA,Heat recovery ventilation
288,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
289,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
290,Unaware but curious,Cooling system.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.",Cooling system
292,Unaware but curious,Heat recovery mechanical ventilation.,"MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Heat recovery ventilation
293,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
294,Unaware but curious,Heat pump based heating system.,"SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.",Heat pump
296,Unaware but curious,Heat pump based heating system.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Heat pump
297,Unaware but curious,Heat recovery mechanical ventilation.,NA,Heat recovery ventilation
298,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
300,Unaware but curious,Heat pump based heating system.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Heat pump
301,Unaware but curious,Micro-efficiency measures (e.g. avoiding unnecessary loads).,NA,Micro-efficiency measures
302,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
303,Unaware but curious,Rooftop photovoltaic system (Solar PV).,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.",Envelope renovation
304,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
305,Unaware but curious,Energy-efficient appliances.,"SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.",Energy-efficient appliances
306,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
307,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
308,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
309,Unaware but curious,Energy storage systems.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy storage systems
310,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
311,Unaware but curious,Micro-efficiency measures (e.g. avoiding unnecessary loads).,"MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Micro-efficiency measures
312,Unaware but curious,Join an Energy Community.,"AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.",Energy community
313,Unaware but curious,Energy storage systems.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;PHYSIOLOGICAL: The impact of the renovation on health, physical wellbeing, and everyday comfort in the home.",Energy storage systems
314,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
315,Unaware but curious,Heat recovery mechanical ventilation.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;PHYSIOLOGICAL: The impact of the renovation on health, physical wellbeing, and everyday comfort in the home.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Heat recovery ventilation
317,Unaware but curious,Smart home devices.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.",Smart home systems
318,Unaware but curious,Heat pump based heating system.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.",Heat pump
319,Unaware but curious,Energy storage systems.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.;STIMULATION: Whether the renovation feels interesting, engaging, or motivating, for example because it involves learning something new or trying innovative solutions.",Energy storage systems
321,Unaware but curious,Fosil fuel or biomass based heating system.,NA,Fossil fuel or biomass heating
322,Unaware but curious,Rooftop photovoltaic system (Solar PV).,"PHYSIOLOGICAL: The impact of the renovation on health, physical wellbeing, and everyday comfort in the home.;RELATEDNESS: How the renovation affects my relationships, social environment, and interactions with neighbours, family, or the wider community.",Envelope renovation
323,Unaware but curious,Heat recovery mechanical ventilation.,"AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;STIMULATION: Whether the renovation feels interesting, engaging, or motivating, for example because it involves learning something new or trying innovative solutions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Heat recovery ventilation
324,Unaware but curious,Heat pump based heating system.,NA,Heat pump
325,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
326,Unaware but curious,Join an Energy Community.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.;RELATEDNESS: How the renovation affects my relationships, social environment, and interactions with neighbours, family, or the wider community.",Energy community
327,Unaware but curious,Energy storage systems.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy storage systems
328,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
329,Unaware but curious,Join an Energy Community.,"AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;STIMULATION: Whether the renovation feels interesting, engaging, or motivating, for example because it involves learning something new or trying innovative solutions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy community
330,Unaware but curious,Energy storage systems.,"COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.",Energy storage systems
331,Unaware but curious,Heat pump based heating system.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Heat pump
332,Unaware but curious,Heat pump based heating system.,"PHYSIOLOGICAL: The impact of the renovation on health, physical wellbeing, and everyday comfort in the home.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Heat pump
333,Unaware but curious,Rooftop photovoltaic system (Solar PV).,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Envelope renovation
334,Unaware but curious,Rooftop photovoltaic system (Solar PV).,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Envelope renovation
335,Unaware but curious,Heat pump based heating system.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.",Heat pump
336,Unaware but curious,Smart home devices.,NA,Smart home systems
337,Unaware but curious,Heat recovery mechanical ventilation.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Heat recovery ventilation
339,Unaware but curious,Fosil fuel or biomass based heating system.,"MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Fossil fuel or biomass heating
340,Unaware but curious,Energy storage systems.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;RELATEDNESS: How the renovation affects my relationships, social environment, and interactions with neighbours, family, or the wider community.",Energy storage systems
341,Unaware but curious,Join an Energy Community.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;PHYSIOLOGICAL: The impact of the renovation on health, physical wellbeing, and everyday comfort in the home.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy community
342,Unaware but curious,Electric vehicle.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.",Electric vehicle
343,Unaware but curious,Electric vehicle.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.",Electric vehicle
344,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
345,Unaware but curious,Join an Energy Community.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.",Energy community
347,Unaware but curious,Energy storage systems.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy storage systems
348,Unaware but curious,Energy storage systems.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;RELATEDNESS: How the renovation affects my relationships, social environment, and interactions with neighbours, family, or the wider community.",Energy storage systems
349,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
350,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
351,Unaware but curious,Heat recovery mechanical ventilation.,"COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.",Heat recovery ventilation
352,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
353,Unaware but curious,Join an Energy Community.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;RELATEDNESS: How the renovation affects my relationships, social environment, and interactions with neighbours, family, or the wider community.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy community
354,Unaware but curious,Balcony solar kits.,NA,Balcony solar kits
355,Unaware but curious,Heat pump based heating system.,NA,Heat pump
356,Unaware but curious,Energy storage systems.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy storage systems
357,Unaware but curious,Energy storage systems.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy storage systems
358,Unaware but curious,Heat recovery mechanical ventilation.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;PHYSIOLOGICAL: The impact of the renovation on health, physical wellbeing, and everyday comfort in the home.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Heat recovery ventilation
360,Unaware but curious,Elevator.,"SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;STIMULATION: Whether the renovation feels interesting, engaging, or motivating, for example because it involves learning something new or trying innovative solutions.",Elevator
